season,week,game_id,posteam,qb_id,qb_name,plays,actual_pass_rate,expected_pass_rate,proe
2020,10,2020_10_BAL_NE,BAL,00-0034796,L.Jackson,63,0.6190476190476191,0.6800401522999718,-6.099253325235276
2020,10,2020_10_BAL_NE,NE,00-0027939,C.Newton,50,0.3,0.5272038117051124,-22.720381170511246
2020,10,2020_10_BUF_ARI,ARI,00-0035228,K.Murray,70,0.5571428571428572,0.6353226806436266,-7.817982350076948
2020,10,2020_10_BUF_ARI,BUF,00-0034857,J.Allen,67,0.746268656716418,0.6548971965241788,9.137146019223911
2020,10,2020_10_CIN_PIT,CIN,00-0036442,J.Burrow,64,0.671875,0.732999752741307,-6.112475274130702
2020,10,2020_10_CIN_PIT,PIT,00-0022924,B.Roethlisberger,66,0.696969696969697,0.5967468010882536,10.022289588144332
2020,10,2020_10_DEN_LV,DEN,00-0035704,D.Lock,67,0.7313432835820896,0.7139650663333152,1.7378217248774286
2020,10,2020_10_DEN_LV,LV,00-0031280,D.Carr,64,0.421875,0.5518970980192535,-13.002209801925346
2020,10,2020_10_HOU_CLE,CLE,00-0034855,B.Mayfield,58,0.3448275862068966,0.5639018821048325,-21.9074295897936
2020,10,2020_10_HOU_CLE,HOU,00-0033537,D.Watson,52,0.6346153846153846,0.6193319991804086,1.5283385434975991
2020,10,2020_10_IND_TEN,IND,00-0022942,P.Rivers,68,0.5735294117647058,0.5294090070049552,4.412040475975065
2020,10,2020_10_IND_TEN,TEN,00-0029701,R.Tannehill,57,0.5087719298245614,0.6204214966610858,-11.164956683652443
2020,10,2020_10_JAX_GB,GB,00-0023459,A.Rodgers,59,0.6271186440677966,0.6326359505370512,-0.5517306469254575
2020,10,2020_10_JAX_GB,JAX,00-0036312,J.Luton,61,0.6229508196721312,0.6751693804733089,-5.221856080117773
2020,10,2020_10_LAC_MIA,LAC,00-0036355,J.Herbert,61,0.5737704918032787,0.6289065785583903,-5.513608675511157
2020,10,2020_10_LAC_MIA,MIA,00-0036212,T.Tagovailoa,54,0.48148148148148145,0.5212563450137774,-3.9774863532295934
2020,10,2020_10_MIN_CHI,CHI,00-0029567,N.Foles,45,0.6444444444444445,0.6662959191534255,-2.1851474708980985
2020,10,2020_10_MIN_CHI,MIN,00-0029604,K.Cousins,69,0.5362318840579711,0.5691050346670807,-3.2873150609109714
2020,10,2020_10_PHI_NYG,NYG,00-0035710,D.Jones,64,0.515625,0.5298939972126391,-1.4268997212639078
